city,longitude,latitude,elevation
曲靖市,103.796288,25.490866,1877.0
陆良县,103.66671,25.0293,1837.0
师宗县,103.985224,24.822471,1886.0
罗平县,104.297124,24.865388,1506.0
富源县,104.255082,25.674217,1848.0
会泽县,103.297155,26.417116,2136.0
宣威市,104.104255,26.218956,1958.0
玉溪市,102.526673,24.346786,1629.0
通海县,102.725538,24.11114,1889.0
华宁县,102.928914,24.19322,1634.0
易门县,102.161947,24.672156,1615.0
峨山彝族自治县,102.405698,24.168899,1601.0
新平彝族傣族自治县,101.990805,24.070436,1522.0
元江哈尼族彝族傣族自治县,101.998138,23.596068,395.0
澄江市,102.904181,24.675536,1763.0
保山市,99.161489,25.112018,1692.0
施甸县,99.18919,24.723084,1537.0
龙陵县,98.68941,24.586703,1617.0
昌宁县,99.605105,24.827739,1699.0
腾冲市,98.490276,25.020283,1689.0
昭通市,103.717078,27.338185,1919.0
鲁甸县,103.557969,27.186668,1943.0
巧家县,102.935343,26.896904,869.0
盐津县,104.234458,28.108475,654.0
大关县,103.891164,27.748054,1236.0
永善县,103.63756,28.229018,789.0
绥江县,103.968995,28.592119,583.0
镇雄县,104.873486,27.441527,1709.0
彝良县,104.055991,27.624277,978.0
威信县,105.049012,27.846839,1220.0
水富市,104.415964,28.629951,332.0
丽江市,100.225936,26.855165,2385.0
玉龙纳西族自治县,100.236967,26.821494,2438.0
永胜县,100.750907,26.684215,2156.0
华坪县,101.265373,26.629598,1220.0
宁蒗彝族自治县,100.851083,27.282207,2275.0
普洱市,100.966011,22.825229,1327.0
宁洱哈尼族彝族自治县,101.045743,23.048809,1353.0
墨江哈尼族自治县,101.692461,23.431894,1359.0
景东彝族自治县,100.833877,24.446731,1229.0
景谷傣族彝族自治县,100.702807,23.496987,934.0
镇沅彝族哈尼族拉祜族自治县,101.108733,24.00445,1161.0
江城哈尼族彝族自治县,101.862344,22.585858,1185.0
孟连傣族拉祜族佤族自治县,99.584225,22.329053,976.0
澜沧拉祜族自治县,99.932045,22.555799,1045.0
西盟佤族自治县,99.59016,22.644237,1295.0
临沧市,100.088837,23.884175,1480.0
凤庆县,99.92873,24.580559,1601.0
云县,100.1303,24.444461,1106.0
永德县,99.258702,24.018463,1514.0
镇康县,98.825389,23.762886,1029.0
双江拉祜族佤族布朗族傣族自治县,99.828225,23.472719,1063.0
耿马傣族佤族自治县,99.397126,23.538092,1106.0
沧源佤族自治县,99.245894,23.146758,1281.0
楚雄彝族自治州,101.528304,25.045678,1804.0
楚雄市,101.528304,25.045678,1804.0
禄丰市,102.079082,25.151061,1587.0
双柏县,101.642369,24.688814,1996.0
牟定县,101.546898,25.312939,1782.0
南华县,101.283236,25.200163,1873.0
姚安县,101.241632,25.504287,1882.0
大姚县,101.336576,25.729551,1877.0
永仁县,101.666795,26.049522,1541.0
元谋县,101.87434,25.704499,1107.0
武定县,102.403949,25.530731,1749.0
红河哈尼族彝族自治州,103.374873,23.363129,1304.0
个旧市,103.152663,23.389935,1789.0
开远市,103.266908,23.714518,1079.0
蒙自市,103.364936,23.396111,1297.0
弥勒市,103.414817,24.411774,1433.0
屏边苗族自治县,103.675458,22.986733,1417.0
建水县,102.826178,23.635824,1329.0
石屏县,102.496138,23.705707,1424.0
泸西县,103.76615,24.531981,1745.0
元阳县,102.835358,23.219671,358.0
红河县,102.420566,23.368946,791.0
金平苗族瑶族傣族自治县,103.227982,22.769894,1355.0
绿春县,102.392655,22.993654,1559.0
河口瑶族自治县,103.939265,22.529438,117.0
文山壮族苗族自治州,104.21567,23.400983,1272.0
文山市,104.21567,23.400983,1272.0
砚山县,104.336905,23.605075,1543.0
西畴县,104.671802,23.437707,1545.0
麻栗坡县,104.702732,23.125837,1162.0
马关县,104.394524,23.013108,1314.0
丘北县,104.166713,24.05064,1480.0
广南县,105.055075,24.046378,1229.0
富宁县,105.630921,23.625072,746.0
西双版纳傣族自治州,100.797002,22.009037,552.0
景洪市,100.799595,22.011792,550.0
勐海县,100.452444,21.957323,1189.0
勐腊县,101.564635,21.459233,651.0
大理白族自治州,100.267608,25.606548,1990.0
大理市,100.301614,25.678466,2047.0
漾濞彝族自治县,99.958089,25.669944,1595.0
祥云县,100.549961,25.483727,2009.0
宾川县,100.590274,25.830491,1444.0
弥渡县,100.491038,25.343778,1686.0
南涧彝族自治县,100.510333,25.032353,1430.0
巍山彝族回族自治县,100.306977,25.227065,1737.0
永平县,99.54063,25.464134,1683.0
云龙县,99.371021,25.885733,1792.0
洱源县,99.962294,26.11337,2064.0
剑川县,99.905041,26.536889,2229.0
鹤庆县,100.176331,26.560122,2201.0
德宏傣族景颇族自治州,98.585621,24.433146,931.0
瑞丽市,97.855423,24.018377,781.0
芒市,98.58809,24.433766,938.0
梁河县,98.296584,24.804275,1105.0
盈江县,97.943474,24.691325,830.0
陇川县,97.793359,24.182347,958.0
怒江傈僳族自治州,98.8566,25.817555,1019.0
泸水市,98.857723,25.822579,1034.0
福贡县,98.869132,26.901831,1375.0
贡山独龙族怒族自治县,98.666279,27.740839,1674.0
兰坪白族普米族自治县,99.416628,26.453622,2436.0
迪庆藏族自治州,99.70211,27.819149,3311.0
香格里拉市,99.743582,27.842185,3316.0
德钦县,98.917851,28.464213,3298.0
维西傈僳族自治县,99.300937,27.163808,2315.0
拉萨市,91.171924,29.653491,3667.0
林周县,91.265287,29.893545,3756.0
当雄县,91.101186,30.473134,4308.0
尼木县,90.16446,29.43202,3815.0
曲水县,90.743355,29.354293,3623.0
墨竹工卡县,91.739134,29.850344,3841.0
日喀则市,88.880423,29.266838,3856.0
南木林县,89.099243,29.682331,4023.0
江孜县,89.605654,28.91186,4035.0
定日县,87.12612,28.658743,4377.0
萨迦县,88.021674,28.899664,4368.0
拉孜县,87.636934,29.08188,4041.0
昂仁县,87.227739,29.299444,4350.0
谢通门县,88.255784,29.425455,4013.0
白朗县,89.261977,29.107688,3924.0
仁布县,89.841983,29.230933,4007.0
康马县,89.681663,28.555627,4482.0
定结县,87.765872,28.364159,4259.0
仲巴县,84.03153,29.770279,4617.0
亚东县,88.907136,27.486094,3241.0
吉隆县,85.298109,28.856542,4150.0
聂拉木县,85.982237,28.155186,3861.0
萨嘎县,85.232941,29.328818,4553.0
岗巴县,88.515318,28.271189,4616.0
昌都市,97.170425,31.142879,3413.0
江达县,98.218336,31.499176,3745.0
贡觉县,98.27097,30.860099,3668.0
类乌齐县,96.600246,31.211601,3880.0
丁青县,95.619868,31.409024,3906.0
察雅县,97.568752,30.653943,3315.0
八宿县,96.917836,30.053209,3526.0
左贡县,97.841176,29.671488,4009.0
芒康县,98.593493,29.679957,3954.0
洛隆县,95.825169,30.741988,3800.0
边坝县,94.7078,30.933652,3920.0
林芝市,94.361436,29.64875,3028.0
工布江达县,93.246077,29.88528,3524.0
墨脱县,95.332108,29.325425,1195.0
波密县,95.768439,29.859751,2882.0
察隅县,97.466919,28.66128,2630.0
朗县,93.074702,29.046337,3354.0
米林市,94.213059,29.215971,3039.0
山南市,91.771426,29.237722,3598.0
扎囊县,91.33725,29.245113,3631.0
贡嘎县,90.978425,29.290169,3635.0
桑日县,92.017723,29.259439,3597.0
琼结县,91.684307,29.024492,3815.0
曲松县,92.203738,29.062826,3965.0
措美县,91.433509,28.438202,4166.0
洛扎县,90.859971,28.385811,4116.0
加查县,92.592701,29.140355,3388.0
隆子县,92.463309,28.408548,3896.0
浪卡子县,90.400251,28.96693,4478.0
错那市,91.957155,27.991121,4437.0
那曲市,92.05151,31.477905,4511.0
嘉黎县,93.232347,30.641543,4604.0
比如县,93.681302,31.477914,4090.0
聂荣县,92.303377,32.10775,4665.0
安多县,91.68195,32.265016,4696.0
申扎县,88.709936,30.93045,4732.0
索县,93.785068,31.888045,4039.0
班戈县,90.009822,31.392157,4773.0
巴青县,94.053438,31.91847,4303.0
尼玛县,87.236772,31.784701,4546.0
双湖县,88.838017,33.188355,4920.0
普兰县,81.177116,30.290467,3940.0
札达县,79.807096,31.479882,3797.0
噶尔县,80.096591,32.492078,4284.0
日土县,79.733552,33.382017,4280.0
革吉县,81.145433,32.387233,4522.0
改则县,84.062612,32.303148,4424.0
措勤县,85.151881,31.017272,4665.0
西安市,108.939645,34.343207,381.0
蓝田县,109.323473,34.151256,518.0
周至县,108.222219,34.163592,430.0
铜川市,108.945116,34.897133,712.0
宜君县,109.117063,35.398624,1330.0
宝鸡市,107.237682,34.362862,593.0
岐山县,107.621397,34.44373,680.0
扶风县,107.900157,34.375636,586.0
眉县,107.750039,34.274774,510.0
陇县,106.864404,34.892985,925.0
千阳县,107.132421,34.642374,769.0
麟游县,107.793524,34.677902,1098.0
凤县,106.515841,33.910797,1099.0
太白县,107.318932,34.058299,1572.0
咸阳市,108.708837,34.329896,385.0
三原县,108.940754,34.617282,420.0
泾阳县,108.843029,34.526557,402.0
乾县,108.239316,34.528262,643.0
礼泉县,108.424682,34.481875,554.0
永寿县,108.142197,34.69188,991.0
长武县,107.79906,35.206273,1176.0
旬邑县,108.333815,35.111787,1026.0
淳化县,108.580164,34.798596,902.0
武功县,108.200275,34.261026,446.0
兴平市,108.490497,34.299199,418.0
彬州市,108.081892,35.035702,853.0
渭南市,109.470962,34.520632,347.0
潼关县,110.246105,34.544294,556.0
大荔县,109.941784,34.797073,349.0
合阳县,110.149412,35.237881,725.0
澄城县,109.932439,35.190256,684.0
蒲城县,109.586263,34.955755,489.0
白水县,109.590501,35.177497,762.0
富平县,109.179903,34.751599,442.0
韩城市,110.44295,35.477145,441.0
华阴市,110.092286,34.566552,348.0
延安市,109.49468,36.650109,1118.0
延长县,110.012455,36.579354,888.0
延川县,110.193503,36.878324,864.0
志丹县,108.767816,36.822232,1302.0
吴起县,108.176501,36.92746,1396.0
甘泉县,109.351046,36.276645,1042.0
富县,109.37884,35.988111,992.0
洛川县,109.43249,35.762626,1151.0
宜川县,110.168963,36.050178,886.0
黄龙县,109.84029,35.584655,1180.0
黄陵县,109.262919,35.579421,889.0
子长市,109.675284,37.142462,1108.0
汉中市,107.02319,33.066373,510.0
城固县,107.333787,33.156937,480.0
洋县,107.545678,33.222808,470.0
西乡县,107.766477,32.983282,439.0
勉县,106.673217,33.153636,552.0
宁强县,106.257636,32.830032,821.0
略阳县,106.15658,33.327293,797.0
镇巴县,107.895015,32.536706,859.0
留坝县,106.920781,33.617637,1034.0
佛坪县,107.990551,33.524261,1014.0
榆林市,109.734104,38.28576,1072.0
府谷县,111.016431,39.015658,841.0
靖边县,108.794153,37.600351,1336.0
定边县,107.601048,37.594976,1372.0
绥德县,110.263226,37.502984,840.0
米脂县,110.183984,37.755134,921.0
佳县,110.491345,38.01951,767.0
吴堡县,110.739726,37.452179,732.0
清涧县,110.121181,37.088921,954.0
子洲县,110.035124,37.610554,959.0
神木市,110.466867,38.899742,955.0
安康市,109.029017,32.685435,282.0
汉阴县,108.508792,32.893057,393.0
石泉县,108.248061,33.03805,423.0
宁陕县,108.314299,33.310284,930.0
紫阳县,108.534291,32.520209,437.0
岚皋县,108.902049,32.307001,593.0
平利县,109.361919,32.389061,542.0
镇坪县,109.526873,31.883672,1113.0
白河县,110.112608,32.80901,326.0
旬阳市,109.361783,32.832213,303.0
商洛市,109.918646,33.873358,729.0
洛南县,110.148526,34.090815,954.0
丹凤县,110.327542,33.696254,619.0
商南县,110.881741,33.531071,511.0
山阳县,109.882289,33.532172,711.0
镇安县,109.152833,33.423764,744.0
柞水县,109.114006,33.686048,994.0
兰州市,103.834228,36.060798,1525.0
永登县,103.260273,36.736457,2125.0
皋兰县,103.947345,36.332434,1666.0
榆中县,104.112541,35.843354,1981.0
嘉峪关市,98.2882,39.77325,1659.0
金昌市,102.187972,38.521468,1525.0
永昌县,101.984642,38.243534,1962.0
白银市,104.138872,36.545123,1727.0
靖远县,104.676202,36.571736,1401.0
会宁县,105.052883,35.693241,1771.0
景泰县,104.063125,37.18351,1627.0
天水市,105.724828,34.581514,1193.0
清水县,106.137318,34.749906,1391.0
秦安县,105.675799,34.859094,1288.0
甘谷县,105.340789,34.745447,1285.0
武山县,104.89121,34.72183,1567.0
张家川回族自治县,106.20513,34.988676,1703.0
武威市,102.637821,37.92898,1534.0
民勤县,103.093671,38.624293,1369.0
古浪县,102.897542,37.470882,2093.0
天祝藏族自治县,103.142416,36.971978,2432.0
张掖市,100.449858,38.924766,1484.0
肃南裕固族自治县,99.615601,38.836931,2352.0
民乐县,100.812047,38.430318,2306.0
临泽县,100.164333,39.15224,1448.0
高台县,99.819265,39.378294,1348.0
山丹县,101.088611,38.7846,1766.0
平凉市,106.664913,35.542417,1394.0
泾川县,107.367608,35.332992,1078.0
灵台县,107.595874,35.070027,1028.0
崇信县,107.025762,35.305648,1207.0
庄浪县,106.036201,35.20266,1620.0
静宁县,105.732165,35.522035,1678.0
华亭市,106.628899,35.207695,1511.0
酒泉市,98.49432,39.733416,1481.0
金塔县,98.901523,39.984146,1270.0
瓜州县,95.782255,40.520457,1176.0
肃北蒙古族自治县,94.876533,39.512158,2157.0
阿克塞哈萨克族自治县,94.340202,39.633944,1680.0
玉门市,97.045617,40.292344,1501.0
敦煌市,94.66201,40.142141,1142.0
庆阳市,107.643433,35.709459,1402.0
庆城县,107.881706,36.016125,1105.0
环县,107.308788,36.568566,1288.0
华池县,107.98972,36.461474,1361.0
合水县,108.021859,35.833908,1283.0
正宁县,108.359964,35.492158,1416.0
宁县,107.913463,35.509252,996.0
镇原县,107.200888,35.677705,1230.0
定西市,104.592342,35.607947,1921.0
通渭县,105.242312,35.211311,1824.0
陇西县,104.634928,35.003899,1745.0
渭源县,104.215092,35.137028,2115.0
临洮县,103.859446,35.394993,1878.0
漳县,104.471722,34.84854,1918.0
岷县,104.036731,34.43833,2360.0
陇南市,104.960296,33.370174,1058.0
成县,105.742508,33.750722,984.0
文县,104.6835,32.944031,1183.0
宕昌县,104.393385,34.047261,1891.0
康县,105.608609,33.329212,1382.0
西和县,105.298756,34.014215,1623.0
礼县,105.17864,34.189345,1447.0
徽县,106.087156,33.769927,935.0
两当县,106.304973,33.908952,1045.0
临夏回族自治州,103.210386,35.601792,1898.0
临夏市,103.210386,35.601792,1898.0
临夏县,103.04068,35.478726,2095.0
康乐县,103.708507,35.370296,2023.0
永靖县,103.285853,35.958306,1644.0
广河县,103.575582,35.488248,2000.0
和政县,103.350996,35.424602,2144.0
东乡族自治县,103.388122,35.664409,2341.0
积石山保安族东乡族撒拉族自治县,102.875939,35.717697,2289.0
甘南藏族自治州,102.911736,34.983266,2920.0
合作市,102.910305,35.000228,2907.0
临潭县,103.353665,34.693009,2813.0
卓尼县,103.506849,34.589476,2676.0
舟曲县,104.251543,33.793695,1663.0
迭部县,103.221735,34.055888,2518.0
玛曲县,102.072608,33.998145,3474.0
碌曲县,102.487512,34.591084,3177.0
夏河县,102.548303,35.203857,2992.0
西宁市,101.777795,36.616621,2265.0
大通回族土族自治县,101.685503,36.926872,2495.0
湟源县,101.256464,36.682426,2653.0
海东市,102.41064,36.473448,2004.0
民和回族土族自治县,102.830775,36.320038,1825.0
互助土族自治县,101.958519,36.844027,2541.0
化隆回族自治县,102.266007,36.096124,2830.0
循化撒拉族自治县,102.488958,35.851079,1887.0
海北藏族自治州,100.900944,36.954612,3099.0
门源回族自治县,101.611524,37.388567,2900.0
祁连县,100.253211,38.177112,2803.0
海晏县,100.994521,36.896667,3015.0
刚察县,100.145662,37.325096,3311.0
黄南藏族自治州,102.015397,35.519317,2532.0
同仁市,102.018663,35.515769,2530.0
尖扎县,102.040094,35.943253,2074.0
泽库县,101.466565,35.035322,3656.0
河南蒙古族自治县,101.617719,34.734777,3544.0
海南藏族自治州,100.622647,36.296399,2896.0
共和县,100.619405,36.284158,2866.0
同德县,100.577859,35.254297,3167.0
贵德县,101.43403,36.039672,2234.0
兴海县,99.987799,35.589086,3299.0
贵南县,100.747731,35.587239,3134.0
果洛藏族自治州,100.245161,34.472179,3747.0
玛沁县,100.238873,34.478049,3742.0
班玛县,100.737138,32.932723,3636.0
甘德县,99.900923,33.969216,4054.0
达日县,99.651863,33.739293,4053.0
久治县,101.482831,33.429471,3664.0
玛多县,98.209217,34.915645,4285.0
玉树藏族自治州,97.006292,33.006308,3800.0
玉树市,97.006292,33.006308,3800.0
杂多县,95.300723,32.893185,4226.0
称多县,97.109487,33.377504,3925.0
治多县,95.618954,33.844854,4198.0
囊谦县,96.489538,32.203193,3654.0
曲麻莱县,95.805463,34.137353,4224.0
海西蒙古族藏族自治州,97.33197,37.348114,2969.0
格尔木市,94.928293,36.407272,2811.0
德令哈市,97.361528,37.369865,2991.0
茫崖市,90.856372,38.247537,2950.0
乌兰县,98.47988,36.941279,2987.0
都兰县,98.095889,36.302098,3184.0
天峻县,99.02297,37.301206,3409.0
大柴旦行政委员会,95.365227,37.852088,3196.0
银川市,106.230977,38.487783,1110.0
永宁县,106.25337,38.277376,1118.0
贺兰县,106.365074,38.579147,1106.0
灵武市,106.339978,38.102456,1126.0
石嘴山市,106.382792,38.984632,1101.0
平罗县,106.523411,38.913923,1098.0
吴忠市,106.198613,37.997755,1126.0
盐池县,107.407184,37.783276,1347.0
同心县,105.895412,36.954635,1343.0
青铜峡市,106.07906,38.021579,1128.0
固原市,106.24267,36.01628,1790.0
西吉县,105.729189,35.963885,1952.0
隆德县,106.111321,35.62592,2157.0
泾源县,106.330569,35.497887,1953.0
彭阳县,106.632151,35.860067,1517.0
中卫市,105.19677,37.500185,1226.0
中宁县,105.684729,37.492092,1185.0
海原县,105.643449,36.565189,1842.0
乌鲁木齐市,87.616824,43.825377,837.0
乌鲁木齐县,87.464257,43.509016,1560.0
克拉玛依市,84.889239,45.577712,350.0
吐鲁番市,89.190374,42.950736,38.0
鄯善县,90.242843,42.900575,427.0
托克逊县,88.643739,42.802585,3.0
哈密市,93.515053,42.819346,756.0
巴里坤哈萨克自治县,93.016563,43.598756,1637.0
伊吾县,94.697074,43.254978,1753.0
昌吉回族自治州,87.308995,44.011044,577.0
昌吉市,87.308995,44.011044,577.0
阜康市,87.953826,44.164525,542.0
呼图壁县,86.871532,44.179362,545.0
玛纳斯县,86.20488,44.284601,494.0
奇台县,89.593879,44.022001,764.0
吉木萨尔县,89.179698,44.000404,727.0
木垒哈萨克自治县,90.286013,43.834631,1276.0
博尔塔拉蒙古自治州,82.066363,44.906039,520.0
博乐市,82.051433,44.853882,533.0
阿拉山口市,82.554609,45.173274,347.0
精河县,82.890709,44.599202,318.0
温泉县,81.024827,44.968857,1360.0
巴音郭楞蒙古自治州,86.145298,41.764115,944.0
库尔勒市,86.174633,41.725891,938.0
轮台县,84.251508,41.778043,976.0
尉犁县,86.261613,41.343871,888.0
若羌县,88.167226,39.022626,891.0
且末县,85.529619,38.145749,1247.0
焉耆回族自治县,86.57434,42.059509,1058.0
和静县,86.384065,42.323625,1115.0
和硕县,86.877688,42.28361,1121.0
博湖县,86.632116,41.980745,1055.0
阿克苏市,80.263387,41.16755,1107.0
库车市,82.998544,41.719073,1070.0
温宿县,80.243273,41.272995,1144.0
沙雅县,82.781774,41.221413,981.0
新和县,82.620371,41.552097,1014.0
拜城县,81.851289,41.795289,1239.0
乌什县,79.22118,41.222706,1414.0
阿瓦提县,80.375053,40.643647,1047.0
柯坪县,79.054019,40.501645,1154.0
克孜勒苏柯尔克孜自治州,76.167327,39.714734,1315.0
阿图什市,76.167538,39.716586,1316.0
阿克陶县,75.947396,39.147785,1318.0
阿合奇县,78.402073,40.937581,2034.0
乌恰县,75.259228,39.7205,2181.0
喀什市,75.993936,39.46823,1290.0
疏附县,75.862839,39.375052,1330.0
疏勒县,76.047169,39.401173,1268.0
英吉沙县,76.175729,38.930381,1296.0
泽普县,77.260375,38.184639,1275.0
莎车县,77.223197,38.390881,1237.0
叶城县,77.413669,37.882994,1352.0
麦盖提县,77.609099,38.898986,1178.0
岳普湖县,76.821269,39.219857,1200.0
伽师县,76.723719,39.488181,1209.0
巴楚县,78.54799,39.79923,1118.0
塔什库尔干塔吉克自治县,75.229889,37.772094,3083.0
和田市,79.912881,37.112246,1379.0
和田县,79.81907,37.120031,1373.0
墨玉县,79.728434,37.277518,1326.0
皮山县,78.28548,37.578264,1384.0
洛浦县,80.179911,37.066226,1348.0
策勒县,80.801433,36.99785,1392.0
于田县,81.677417,36.85708,1422.0
民丰县,82.695946,37.064428,1414.0
伊犁哈萨克自治州,81.323691,43.917106,645.0
伊宁市,81.277715,43.908021,619.0
奎屯市,84.903216,44.426452,480.0
霍尔果斯市,80.414614,44.218381,810.0
伊宁县,81.52745,43.977119,788.0
察布查尔锡伯自治县,81.151337,43.840726,597.0
霍城县,80.878845,44.056329,642.0
巩留县,82.231219,43.48313,770.0
新源县,83.233002,43.434803,932.0
昭苏县,81.130974,43.157293,1890.0
特克斯县,81.835732,43.218435,1211.0
尼勒克县,82.511884,43.798627,1124.0
塔城市,82.986923,46.751669,556.0
乌苏市,84.713762,44.418693,513.0
沙湾市,85.619483,44.326267,527.0
额敏县,83.628303,46.524673,518.0
托里县,83.606372,45.948935,1047.0
裕民县,82.982252,46.201049,723.0
和布克赛尔蒙古自治县,85.728328,46.793235,1294.0
阿勒泰市,88.131842,47.827308,865.0
布尔津县,86.875043,47.701892,472.0
富蕴县,89.525463,46.994046,821.0
福海县,87.486703,47.111918,496.0
哈巴河县,86.418621,48.060846,534.0
青河县,90.375159,46.678532,1265.0
吉木乃县,85.874096,47.443101,968.0
石河子市,86.080397,44.305368,483.0
阿拉尔市,81.280532,40.547205,1012.0
图木舒克市,79.074965,39.867776,1097.0
五家渠市,87.542852,44.166489,472.0
北屯市,87.834419,47.326733,527.0
铁门关市,85.670291,41.862997,925.0
双河市,82.353656,44.840524,334.0
可克达拉市,80.994153,43.940381,576.0
昆玉市,79.270193,37.215372,1402.0
胡杨河市,84.827592,44.692894,338.0
新星市,93.748544,42.796979,820.0
白杨市,103.542774,35.407214,2243.0
北京市,116.407387,39.904179,51.0
天津市,117.201509,39.085318,6.0
上海市,121.473667,31.230525,13.0
重庆市,106.550483,29.563707,218.0
